chain;generation;mvalue;prev_value;speaker
31;0;1.0
31;1;1.0
31;2;1.0
31;3;1.0
31;4;1.0
31;5;0.9166666666666666
31;6;0.9166666666666666
31;7;1.0
31;8;0.9166666666666666
31;9;1.0
31;10;1.0
32;0;1.0
32;1;1.0
32;2;1.0
32;3;1.0
32;4;1.0
32;5;1.0
32;6;1.0
32;7;0.8333333333333334
32;8;0.8333333333333334
32;9;0.75
32;10;1.0
33;0;1.0
33;1;1.0
33;2;1.0
33;3;1.0
33;4;1.0
33;5;1.0
33;6;0.9166666666666666
33;7;0.9166666666666666
33;8;1.0
33;9;1.0
33;10;0.9166666666666666
34;0;1.0
34;1;1.0
34;2;0.9166666666666666
34;3;1.0
34;4;0.9166666666666666
34;5;0.9166666666666666
34;6;0.6666666666666666
34;7;0.5
34;8;0.8333333333333334
34;9;0.6666666666666666
34;10;0.5833333333333334
35;0;1.0
35;1;1.0
35;2;1.0
35;3;1.0
35;4;1.0
35;5;1.0
35;6;1.0
35;7;1.0
35;8;1.0
35;9;1.0
35;10;1.0
36;0;1.0
36;1;1.0
36;2;0.8333333333333334
36;3;0.9166666666666666
36;4;1.0
36;5;1.0
36;6;1.0
36;7;1.0
36;8;1.0
36;9;1.0
36;10;0.8333333333333334
37;0;1.0
37;1;1.0
37;2;1.0
37;3;0.9166666666666666
37;4;1.0
37;5;0.9166666666666666
37;6;0.9166666666666666
37;7;1.0
37;8;0.9166666666666666
37;9;1.0
37;10;1.0
38;0;1.0
38;1;1.0
38;2;1.0
38;3;1.0
38;4;1.0
38;5;1.0
38;6;1.0
38;7;1.0
38;8;0.9166666666666666
38;9;0.9166666666666666
38;10;0.9166666666666666
39;0;1.0
39;1;1.0
39;2;1.0
39;3;1.0
39;4;1.0
39;5;1.0
39;6;0.9166666666666666
39;7;1.0
39;8;1.0
39;9;0.9166666666666666
39;10;1.0
40;0;1.0
40;1;1.0
40;2;0.8333333333333334
40;3;0.9166666666666666
40;4;0.9166666666666666
40;5;1.0
40;6;0.9166666666666666
40;7;1.0
40;8;1.0
40;9;1.0
40;10;0.8333333333333334
41;0;1.0
41;1;1.0
41;2;0.9166666666666666
41;3;1.0
41;4;1.0
41;5;1.0
41;6;1.0
41;7;1.0
41;8;0.8333333333333334
41;9;0.9166666666666666
41;10;0.9166666666666666
42;0;1.0
42;1;1.0
42;2;0.9166666666666666
42;3;1.0
42;4;1.0
42;5;1.0
42;6;1.0
42;7;1.0
42;8;1.0
42;9;1.0
42;10;1.0
43;0;1.0
43;1;0.9166666666666666
43;2;1.0
43;3;1.0
43;4;1.0
43;5;0.9166666666666666
43;6;0.75
43;7;0.8333333333333334
43;8;0.9166666666666666
43;9;0.9166666666666666
43;10;0.9166666666666666
44;0;1.0
44;1;1.0
44;2;1.0
44;3;0.9166666666666666
44;4;0.6666666666666666
44;5;0.9166666666666666
44;6;0.75
44;7;0.75
44;8;0.9166666666666666
44;9;1.0
44;10;0.8333333333333334
45;0;1.0
45;1;1.0
45;2;1.0
45;3;1.0
45;4;1.0
45;5;1.0
45;6;1.0
45;7;1.0
45;8;1.0
45;9;1.0
45;10;1.0
